Restaurent name,Cuisine types,Rating,Price,Distance,Location,what_people_like_about_us,textual_features
Heavens Pizza,"Pizza, Fast Food, Continental, Burger, American, Italian",3.5,200.0,7.1,"Gomti Nagar, Lucknow","Clean Environment, Exquisite Taste, Diverse Menu","Pizza, Fast Food, Continental, Burger, American, Italian Clean Environment, Exquisite Taste, Diverse Menu"
Mr Bawarchi,North Indian,3.6,125.0,5.3,"Gomti Nagar, Lucknow","Satisfying Portions, Sophisticated, Fresh Ingredients","North Indian Satisfying Portions, Sophisticated, Fresh Ingredients"
Mezbaan Mughali Point,"North Indian, Chinese, Mughlai, Fast Food",3.0,200.0,3.5,"Aliganj, Lucknow","Customizable Dishes, Exquisite Taste, Diverse Menu","North Indian, Chinese, Mughlai, Fast Food Customizable Dishes, Exquisite Taste, Diverse Menu"
Red Dragon,"Chinese, Momos, Shawarma, Fast Food, Street Food, Beverages",3.8,175.0,5.6,"Gomti Nagar, Lucknow","Innovative Dishes, Ambience, Seasonal Menu","Chinese, Momos, Shawarma, Fast Food, Street Food, Beverages Innovative Dishes, Ambience, Seasonal Menu"
Arabecue Pizza,"Pizza, Fast Food",3.8,175.0,4.7,"Aliganj, Lucknow","Exquisite Taste, Main Course, Flavorful Creations","Pizza, Fast Food Exquisite Taste, Main Course, Flavorful Creations"
Rajdhani Hotel,"North Indian, Chinese",3.3,150.0,8.9,"Kanpur Road, Lucknow","Sophisticated, Fresh Ingredients, Memorable Experience","North Indian, Chinese Sophisticated, Fresh Ingredients, Memorable Experience"
Ksheer Sagar Mishthaan Bhandar,"Mithai, Street Food",3.2,200.0,7.8,"Gomti Nagar, Lucknow","Trendy Setting, Ambience, Courteous Staff","Mithai, Street Food Trendy Setting, Ambience, Courteous Staff"
UP 32 Veg & Non Veg Point,"Mughlai, North Indian",3.2,200.0,2.7,"Indira Nagar, Lucknow","Staff, Cafe, Well-priced Options","Mughlai, North Indian Staff, Cafe, Well-priced Options"
Just Pizza,"Pizza, Italian, Pasta, Mexican",3.7,225.0,14.8,"Transport Nagar, Lucknow","Creative Cuisine, Trendy Setting, Memorable Experience","Pizza, Italian, Pasta, Mexican Creative Cuisine, Trendy Setting, Memorable Experience"
Shahi Darbar,"Mughlai, Awadhi, North Indian",3.7,200.0,2.3,"Aliganj, Lucknow","Satisfying Portions, Great Service, Extensive Mocktail Menu","Mughlai, Awadhi, North Indian Satisfying Portions, Great Service, Extensive Mocktail Menu"
Foodies Hub,"North Indian, South Indian, Chinese",3.9,150.0,6.0,"Aashiana, Lucknow","Well-priced Options, Extensive Mocktail Menu, Friendly Staff","North Indian, South Indian, Chinese Well-priced Options, Extensive Mocktail Menu, Friendly Staff"
Da Pizza Hub,"Pizza, Pasta, Burger, Fast Food, Beverages, Desserts",3.7,150.0,7.4,"Rajajipuram, Lucknow","Satisfying Portions, Trendy Setting, Authentic Flavors","Pizza, Pasta, Burger, Fast Food, Beverages, Desserts Satisfying Portions, Trendy Setting, Authentic Flavors"
Sangam Family Restaurant,North Indian,3.0,200.0,3.5,"Aliganj, Lucknow","Comfortable Seating, Seasonal Menu, Inviting Decor","North Indian Comfortable Seating, Seasonal Menu, Inviting Decor"
The Smoke House,"Chinese, Fast Food, Sandwich, Beverages",3.6,250.0,4.9,"Indira Nagar, Lucknow","Friendly Staff, Satisfying Portions, Exquisite Taste","Chinese, Fast Food, Sandwich, Beverages Friendly Staff, Satisfying Portions, Exquisite Taste"
Selffee Chai,"Chinese, Pizza, Burger, Sandwich, Fast Food, Beverages, Tea, Shake",3.3,150.0,7.3,"Gomti Nagar, Lucknow","Diverse Menu, Main Course, Local Sourcing","Chinese, Pizza, Burger, Sandwich, Fast Food, Beverages, Tea, Shake Diverse Menu, Main Course, Local Sourcing"
Al-Baike,"North Indian, Fast Food, Burger",3.7,200.0,4.7,"Chowk, Lucknow","Authentic Flavors, Staff, Perfect Place","North Indian, Fast Food, Burger Authentic Flavors, Staff, Perfect Place"
Burger & Burger,"Burger, Fast Food",3.6,150.0,1.7,"Hazratganj, Lucknow","Quantity, Comfortable Seating, Trendy Setting","Burger, Fast Food Quantity, Comfortable Seating, Trendy Setting"
Burritos,"Pizza, North Indian, Chinese, Fast Food, Mexican, Shake",3.7,150.0,3.7,"Nirala Nagar, Lucknow","Seasonal Menu, Ambiance, Innovative Dishes","Pizza, North Indian, Chinese, Fast Food, Mexican, Shake Seasonal Menu, Ambiance, Innovative Dishes"
B&C Cafe And Bakery,"Pizza, Bakery",3.5,150.0,6.4,"Chowk, Lucknow","Comfortable Seating, Customizable Dishes, Local Sourcing","Pizza, Bakery Comfortable Seating, Customizable Dishes, Local Sourcing"
Caprice - Radisson Lucknow City Center,"North Indian, Continental, South Indian, Sandwich, Wraps, Fast Food, Salad, Desserts",4.3,950.0,2.5,"Aminabad, Lucknow","Local Sourcing, Live Sports Screening, Perfect Place","North Indian, Continental, South Indian, Sandwich, Wraps, Fast Food, Salad, Desserts Local Sourcing, Live Sports Screening, Perfect Place"
Chalte Firte Momos & Special Food,"Momos, Chinese, Pasta, North Indian, Street Food, Shake, Beverages",4.1,125.0,4.8,"Sahara Plaza, Patkapuram, Gomti Nagar, Lucknow","Courteous Staff, Hospitable Staff, Perfect Place","Momos, Chinese, Pasta, North Indian, Street Food, Shake, Beverages Courteous Staff, Hospitable Staff, Perfect Place"
Jamie's Pizzeria By Jamie Oliver,"Italian, Pizza, Fast Food, Desserts, Coffee, Beverages",4.5,600.0,8.8,"Phoenix Plassio Mall, Lucknow","Local Sourcing, Impeccable Presentation, Delicious Food","Italian, Pizza, Fast Food, Desserts, Coffee, Beverages Local Sourcing, Impeccable Presentation, Delicious Food"
Barkaas Indo-Arabic Restaurant,"Arabian, Mughlai, Kebab, Mandi, Fast Food, Salad, Desserts, Beverages",3.0,650.0,2.3,"Aliganj, Lucknow","Innovative Dishes, Perfect Place, Ambience","Arabian, Mughlai, Kebab, Mandi, Fast Food, Salad, Desserts, Beverages Innovative Dishes, Perfect Place, Ambience"
Oudhyana - Taj Mahal,"Mughlai, Lucknowi, North Indian",4.9,2100.0,2.6,"Taj Mahal, Lucknow, Lucknow","Fresh Ingredients, Vintage Decor, Good Music","Mughlai, Lucknowi, North Indian Fresh Ingredients, Vintage Decor, Good Music"
Raahe kitchen+coffee bar,"Cafe, Coffee, Continental, Asian, Italian, Fast Food, Desserts, Beverages",3.6,1150.0,6.0,"Gomti Nagar, Lucknow","Sophisticated, Creative Cuisine, Ambiance","Cafe, Coffee, Continental, Asian, Italian, Fast Food, Desserts, Beverages Sophisticated, Creative Cuisine, Ambiance"
Sky Bar - Renaissance Lucknow Hotel,"Finger Food, Fast Food, Beverages",4.2,1750.0,2.6,"Renaissance Lucknow Hotel, Lucknow","Efficient Service, Great Service, Brewed Beer","Finger Food, Fast Food, Beverages Efficient Service, Great Service, Brewed Beer"
Laxmi Shudh Shakahari Bhojanalya,North Indian,3.2,125.0,3.1,"Khurram Nagar, Lucknow","Friendly Staff, Main Course, Staff","North Indian Friendly Staff, Main Course, Staff"
The Sky Kitchen,"North Indian, Mughlai",3.3,175.0,7.7,"Gomti Nagar, Lucknow","Creative Cuisine, Good Bartenders, Breakfast","North Indian, Mughlai Creative Cuisine, Good Bartenders, Breakfast"
Pizza Spot's,"Pizza, Fast Food, Beverages",3.1,200.0,6.3,"Aliganj, Lucknow","Brewed Beer, Authentic Flavors, Vintage Decor","Pizza, Fast Food, Beverages Brewed Beer, Authentic Flavors, Vintage Decor"
Hot Pizza Lovers,Pizza,3.5,200.0,18.6,"Kanpur Road, Lucknow","Peaceful Ambience, Extensive Mocktail Menu, Attentive Service","Pizza Peaceful Ambience, Extensive Mocktail Menu, Attentive Service"
Laxmi Fast Food Restaurant,"South Indian, Chinese, North Indian, Fast Food, Beverages",3.1,150.0,5.9,"Aliganj, Lucknow","Friendly Staff, Ambiance, Warm Atmosphere","South Indian, Chinese, North Indian, Fast Food, Beverages Friendly Staff, Ambiance, Warm Atmosphere"
Bhukkad Point,"Burger, Momos, Pizza, Street Food",3.4,150.0,7.8,"Alambagh, Lucknow","Delicious Food, Cozy Ambiance, Great for Dates","Burger, Momos, Pizza, Street Food Delicious Food, Cozy Ambiance, Great for Dates"
Shawarma Hut,"Shawarma, Sandwich, Rolls, Fast Food",3.3,150.0,5.5,"Gomti Nagar, Lucknow","Peaceful Ambience, Memorable Experience, Good Bartenders","Shawarma, Sandwich, Rolls, Fast Food Peaceful Ambience, Memorable Experience, Good Bartenders"
Testy Point,"North Indian, Chinese",3.2,175.0,7.5,"Gomti Nagar, Lucknow","Great Service, Sustainable Practices, Good Bartenders","North Indian, Chinese Great Service, Sustainable Practices, Good Bartenders"
The Fresh Factory,"Cafe, Italian, Salad, Continental, Healthy Food, Pizza, Pasta, Beverages",4.3,600.0,6.0,"Gomti Nagar, Lucknow","Brewed Beer, Well-priced Options, Seasonal Menu","Cafe, Italian, Salad, Continental, Healthy Food, Pizza, Pasta, Beverages Brewed Beer, Well-priced Options, Seasonal Menu"
Kasim Biryani,"Mughlai, North Indian",2.8,200.0,3.1,"Indira Nagar, Lucknow","Comfortable Seating, Trendy Setting, Efficient Service","Mughlai, North Indian Comfortable Seating, Trendy Setting, Efficient Service"
Comesum,"North Indian, Chinese, Fast Food, South Indian, Desserts",2.5,175.0,4.4,"Charbagh, Lucknow","Good Bartenders, Cafe, Efficient Service","North Indian, Chinese, Fast Food, South Indian, Desserts Good Bartenders, Cafe, Efficient Service"
Ramen,"Chinese, Momos, Fast Food, Beverages",3.6,225.0,5.9,"Chowk, Lucknow","Exquisite Taste, Great Service, Ambience","Chinese, Momos, Fast Food, Beverages Exquisite Taste, Great Service, Ambience"
Desi Kitchen,Chinese,2.8,150.0,5.2,"Gomti Nagar, Lucknow","Main Course, Breakfast, Exquisite Taste","Chinese Main Course, Breakfast, Exquisite Taste"
Melting Point- Dayal Paradise,"Cafe, Beverages, Italian",3.8,400.0,4.7,"Hotel Dayal Paradise, Gomti Nagar, Lucknow","Flavorful Creations, Cozy Ambiance, Staff","Cafe, Beverages, Italian Flavorful Creations, Cozy Ambiance, Staff"
Cafe Repertwahr,"Chinese, Continental, Sandwich, Burger, Pizza, North Indian, Coffee, Desserts",4.2,550.0,2.6,"Indira Nagar, Lucknow","Live Sports Screening, Fresh Ingredients, Exquisite Taste","Chinese, Continental, Sandwich, Burger, Pizza, North Indian, Coffee, Desserts Live Sports Screening, Fresh Ingredients, Exquisite Taste"
Marksmen,"Chinese, South Indian, Fast Food, Burger, Continental, Desserts, Beverages",3.9,300.0,1.8,"Lalbagh, Lucknow","Ambiance, Local Sourcing, Clean Environment","Chinese, South Indian, Fast Food, Burger, Continental, Desserts, Beverages Ambiance, Local Sourcing, Clean Environment"
Rollarappaa,Rolls,3.6,200.0,4.2,"Aliganj, Lucknow","Efficient Service, Comfortable Seating, Great for Dates","Rolls Efficient Service, Comfortable Seating, Great for Dates"
The Belgian Waffle Co.,"Waffle, Pancake, Desserts, Ice Cream, Beverages",3.6,150.0,5.2,"Indira Nagar, Lucknow","Fresh Ingredients, Extensive Mocktail Menu, Variety of Beer","Waffle, Pancake, Desserts, Ice Cream, Beverages Fresh Ingredients, Extensive Mocktail Menu, Variety of Beer"
The Happy Plates,"Chinese, Sandwich, Fast Food, Street Food, Pizza, Momos, Desserts, Beverages",3.8,325.0,2.2,"Aliganj, Lucknow","Inviting Decor, Main Course, Variety of Beer","Chinese, Sandwich, Fast Food, Street Food, Pizza, Momos, Desserts, Beverages Inviting Decor, Main Course, Variety of Beer"
Tunday Kababi - Since 1905,"Kebab, Biryani, Awadhi, North Indian, Desserts",4.4,150.0,4.3,"Chowk, Lucknow","Memorable Experience, Weekend Brunch, Inviting Decor","Kebab, Biryani, Awadhi, North Indian, Desserts Memorable Experience, Weekend Brunch, Inviting Decor"
Plum,"North Indian, Mughlai, Continental, Italian, Oriental, Fast Food, Seafood, Desserts",3.9,1500.0,10.8,"Gomti Nagar, Lucknow","Clean Environment, Impeccable Presentation, Diverse Menu","North Indian, Mughlai, Continental, Italian, Oriental, Fast Food, Seafood, Desserts Clean Environment, Impeccable Presentation, Diverse Menu"
Friends Bar And Restaurant,"Chinese, North Indian, Salad, Biryani, Mughlai, Bar Food, Kebab",3.6,800.0,2.0,"Lalbagh, Lucknow","Perfect Place, Well-priced Options, Local Sourcing","Chinese, North Indian, Salad, Biryani, Mughlai, Bar Food, Kebab Perfect Place, Well-priced Options, Local Sourcing"
Birthday Cake 24*7 Hours,Bakery,3.6,150.0,6.7,"Shekhpur, Lucknow","Well-priced Options, Memorable Experience, Great for Dates","Bakery Well-priced Options, Memorable Experience, Great for Dates"
Naushijaan,"Biryani, Kebab",3.6,150.0,3.2,"Husain Ganj, Lucknow","Local Sourcing, Weekend Brunch, Extensive Mocktail Menu","Biryani, Kebab Local Sourcing, Weekend Brunch, Extensive Mocktail Menu"
The Belgian Waffle Co.,"Waffle, Pancake, Desserts, Ice Cream, Beverages",3.6,150.0,1.2,"Sapru Marg, Lucknow","Breakfast, Well-priced Options, Ambience","Waffle, Pancake, Desserts, Ice Cream, Beverages Breakfast, Well-priced Options, Ambience"
Pavillion - La Place Sarovar Portico,"North Indian, Mughlai, Chinese, Seafood, Continental, Fast Food, Desserts, Beverages",4.0,1400.0,1.3,"La Place Sarovar Portico, Hazratganj, Lucknow","Live Sports Screening, Friendly Staff, Courteous Staff","North Indian, Mughlai, Chinese, Seafood, Continental, Fast Food, Desserts, Beverages Live Sports Screening, Friendly Staff, Courteous Staff"
Melting Point,"Cafe, Coffee, Sandwich, Pizza, Fast Food, Bakery",3.9,425.0,6.0,"Gomti Nagar, Lucknow","Vintage Decor, Satisfying Portions, Cozy Ambiance","Cafe, Coffee, Sandwich, Pizza, Fast Food, Bakery Vintage Decor, Satisfying Portions, Cozy Ambiance"
Kitchen 11,"North Indian, Chinese, Sichuan",3.8,175.0,5.3,"Aliganj, Lucknow","Creative Cuisine, Flavorful Creations, Authentic Flavors","North Indian, Chinese, Sichuan Creative Cuisine, Flavorful Creations, Authentic Flavors"
Dhindhora Fine Dine Restaurant,"North Indian, Chinese, South Indian, Beverages",4.4,500.0,4.0,"Chowk, Lucknow","Customizable Dishes, Good Music, Extensive Mocktail Menu","North Indian, Chinese, South Indian, Beverages Customizable Dishes, Good Music, Extensive Mocktail Menu"
Aadab- Dayal Paradise,"North Indian, Continental, Chinese, Sichuan, Desserts, Beverages",4.1,700.0,4.7,"Hotel Dayal Paradise, Gomti Nagar, Lucknow","Authentic Flavors, Weekend Brunch, Perfect Place","North Indian, Continental, Chinese, Sichuan, Desserts, Beverages Authentic Flavors, Weekend Brunch, Perfect Place"
Pizzeria,"North Indian, South Indian, Chinese, Maharashtrian, Burger, Pizza, Beverages, Desserts",3.6,200.0,5.9,"Gomti Nagar, Lucknow","Sophisticated, Good Bartenders, Extensive Mocktail Menu","North Indian, South Indian, Chinese, Maharashtrian, Burger, Pizza, Beverages, Desserts Sophisticated, Good Bartenders, Extensive Mocktail Menu"
New Balaji Bhojanalay,"North Indian, South Indian, Chinese",3.6,150.0,6.9,"Alambagh, Lucknow","Live Sports Screening, Consistent Quality, Weekend Brunch","North Indian, South Indian, Chinese Live Sports Screening, Consistent Quality, Weekend Brunch"
Shaukeens The Bistro,"Chinese, North Indian, Mughlai, Biryani, Beverages",4.2,500.0,4.1,"Aliganj, Lucknow","Extensive Mocktail Menu, Weekend Brunch, Seasonal Menu","Chinese, North Indian, Mughlai, Biryani, Beverages Extensive Mocktail Menu, Weekend Brunch, Seasonal Menu"
Zaika By Gemini Continental Hotel,"Chinese, Mughlai, North Indian, Continental, Japanese, Beverages",4.2,1250.0,1.8,"Gemini Continental, Hazratganj, Lucknow","Innovative Dishes, Cafe, Variety of Beer","Chinese, Mughlai, North Indian, Continental, Japanese, Beverages Innovative Dishes, Cafe, Variety of Beer"
Wichcraft House Of Sandwiches,"Sandwich, Burger, Pizza, North Indian, Continental, Healthy Food, Salad",4.1,300.0,1.1,"Nirala Nagar, Lucknow","Well-priced Options, Seasonal Menu, Local Sourcing","Sandwich, Burger, Pizza, North Indian, Continental, Healthy Food, Salad Well-priced Options, Seasonal Menu, Local Sourcing"
Al Baik Restaurant,"North Indian, Fast Food",3.6,150.0,7.9,"Chowk, Lucknow","Well-priced Options, Sophisticated, Attentive Service","North Indian, Fast Food Well-priced Options, Sophisticated, Attentive Service"
NH-27 Dhaba,"North Indian, Chinese",3.6,175.0,8.2,"Gomti Nagar, Lucknow","Main Course, Creative Cuisine, Diverse Menu","North Indian, Chinese Main Course, Creative Cuisine, Diverse Menu"
Rama Inn Restaurant,"North Indian, Chinese, Mughlai, Biryani, Fast Food",3.6,500.0,5.9,"Indira Nagar, Lucknow","Main Course, Impeccable Presentation, Memorable Experience","North Indian, Chinese, Mughlai, Biryani, Fast Food Main Course, Impeccable Presentation, Memorable Experience"
Burger Lane,"Burger, Fast Food, Street Food",3.6,150.0,9.1,"Kanpur Road, Lucknow","Sustainable Practices, Hospitality, Local Sourcing","Burger, Fast Food, Street Food Sustainable Practices, Hospitality, Local Sourcing"
Golmo - Street Food Shop,"Street Food, Fast Food, Pizza, Chinese, Burger",3.6,125.0,6.2,"Jankipuram, Lucknow","Vintage Decor, Trendy Setting, Exquisite Taste","Street Food, Fast Food, Pizza, Chinese, Burger Vintage Decor, Trendy Setting, Exquisite Taste"
Soya Chaap 100 % Veg Corner,"North Indian, South Indian, Chinese",3.6,175.0,3.1,"Triveni Nagar, Lucknow","Warm Atmosphere, Seasonal Menu, Cafe","North Indian, South Indian, Chinese Warm Atmosphere, Seasonal Menu, Cafe"
Apna Kalika Family Restaurant,"North Indian, Chinese, Mughlai",3.6,200.0,8.9,"Gomti Nagar, Lucknow","Young Crowd, Inviting Decor, Hospitality","North Indian, Chinese, Mughlai Young Crowd, Inviting Decor, Hospitality"
Pizza Italiano,"Pizza, Fast Food, Beverages",3.6,150.0,2.7,"Indira Nagar, Lucknow","Good Music, Flavorful Creations, Courteous Staff","Pizza, Fast Food, Beverages Good Music, Flavorful Creations, Courteous Staff"
Arabecue Fried Chicken,"Fast Food, Biryani, North Indian, Mughlai",3.6,250.0,4.7,"Chowk, Lucknow","Innovative Dishes, Quantity, Main Course","Fast Food, Biryani, North Indian, Mughlai Innovative Dishes, Quantity, Main Course"
UP 32 Nihari Kulcha,"North Indian, Mughlai, Kebab, Rolls, Momos, Chinese",3.6,200.0,9.2,"Aashiana, Lucknow","Customizable Dishes, Cozy Ambiance, Fresh Ingredients","North Indian, Mughlai, Kebab, Rolls, Momos, Chinese Customizable Dishes, Cozy Ambiance, Fresh Ingredients"
Lucknow Handi Chicken,"North Indian, Fast Food, Mughlai",3.6,225.0,4.5,"Chowk, Lucknow","Cozy Ambiance, Main Course, Live Sports Screening","North Indian, Fast Food, Mughlai Cozy Ambiance, Main Course, Live Sports Screening"
My Bar Headquarters,"Asian, North Indian, Fast Food, Italian, European, Chinese, American, Desserts",4.0,600.0,6.0,"Summit Building, Gomti Nagar, Lucknow","Customizable Dishes, Fresh Ingredients, Ambience","Asian, North Indian, Fast Food, Italian, European, Chinese, American, Desserts Customizable Dishes, Fresh Ingredients, Ambience"
Hudaba Classic,"North Indian, Continental, Italian, Oriental, Chinese, Pizza, Desserts, Coffee",3.6,625.0,9.8,"Gomti Nagar, Lucknow","Attentive Service, Brewed Beer, Inviting Decor","North Indian, Continental, Italian, Oriental, Chinese, Pizza, Desserts, Coffee Attentive Service, Brewed Beer, Inviting Decor"
Om Veg Corner,"South Indian, Rolls, Kebab",3.6,100.0,3.8,"Aishbagh, Lucknow","Flavorful Creations, Warm Atmosphere, Memorable Experience","South Indian, Rolls, Kebab Flavorful Creations, Warm Atmosphere, Memorable Experience"
Wong Shu,"Chinese, Momos",3.6,225.0,2.2,"Indira Nagar, Lucknow","Sustainable Practices, Well-priced Options, Exquisite Taste","Chinese, Momos Sustainable Practices, Well-priced Options, Exquisite Taste"
